index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
132,"7/12/20, 13:59 - Alex Notitia: 😊
",Alex Notitia,😊,,2020-07-12 13:59:00,13,6
133,"7/12/20, 14:06 - Alex Notitia: Yeah.
",Alex Notitia,Yeah.,yeah,2020-07-12 14:06:00,14,6
134,"7/12/20, 14:06 - Alex Notitia: 😊
",Alex Notitia,😊,,2020-07-12 14:06:00,14,6
182,"7/12/20, 14:06 - Ḅj: i agree
",Ḅj,i agree,i agree,2020-07-12 14:06:00,14,6
106,"7/12/20, 14:06 - Norbert Notitia: The guy is good
",Norbert Notitia,The guy is good,the guy is good,2020-07-12 14:06:00,14,6
105,"7/12/20, 14:06 - Norbert Notitia: Hahaha
",Norbert Notitia,Hahaha,hahaha,2020-07-12 14:06:00,14,6
479,"7/12/20, 14:06 - AI Derek: Very good 
",AI Derek,Very good ,very good ,2020-07-12 14:06:00,14,6
480,"7/12/20, 14:06 - AI Derek: That’s why I didn’t disturb him
",AI Derek,That’s why I didn’t disturb him,thats why i didnt disturb him,2020-07-12 14:06:00,14,6
99,"7/12/20, 14:06 - Adwoa Notitia: He should go bed sef
",Adwoa Notitia,He should go bed sef,he should go bed sef,2020-07-12 14:06:00,14,6
98,"7/12/20, 14:06 - Adwoa Notitia: Paaaaaaa
",Adwoa Notitia,Paaaaaaa,paaaaaaa,2020-07-12 14:06:00,14,6
478,"7/12/20, 14:06 - AI Derek: This guy has to be selected
",AI Derek,This guy has to be selected,this guy has to be selected,2020-07-12 14:06:00,14,6
135,"7/12/20, 14:07 - Alex Notitia: 😊
",Alex Notitia,😊,,2020-07-12 14:07:00,14,6
481,"7/12/20, 14:35 - AI Derek: Nigerians dey worry o
",AI Derek,Nigerians dey worry o,nigerians dey worry o,2020-07-12 14:35:00,14,6
482,"7/12/20, 14:36 - AI Derek: The call has ended o
",AI Derek,The call has ended o,the call has ended o,2020-07-12 14:36:00,14,6
483,"7/12/20, 14:36 - AI Derek: Host removed me
",AI Derek,Host removed me,host removed me,2020-07-12 14:36:00,14,6
183,"7/12/20, 14:46 - Ḅj: join again
",Ḅj,join again,join again,2020-07-12 14:46:00,14,6
184,"7/12/20, 14:49 - Ḅj: you're in now
",Ḅj,you're in now,youre in now,2020-07-12 14:49:00,14,6
107,"7/12/20, 14:55 - Norbert Notitia: No please
",Norbert Notitia,No please,no please,2020-07-12 14:55:00,14,6
100,"7/12/20, 14:55 - Adwoa Notitia: @233554349393, please this same ID will be used for the evening session right?
",Adwoa Notitia,"@233554349393, please this same ID will be used for the evening session right?", please this same id will be used for the evening session right,2020-07-12 14:55:00,14,6
102,"7/12/20, 15:05 - Adwoa Notitia: Sent the same link for the 7pm oo
",Adwoa Notitia,Sent the same link for the 7pm oo,sent the same link for the pm oo,2020-07-12 15:05:00,15,6
101,"7/12/20, 15:05 - Adwoa Notitia: Really??
",Adwoa Notitia,Really??,really,2020-07-12 15:05:00,15,6
103,"7/12/20, 15:06 - Adwoa Notitia: Please then kindly send another lD so i update them through email
",Adwoa Notitia,Please then kindly send another lD so i update them through email,please then kindly send another ld so i update them through email,2020-07-12 15:06:00,15,6
108,"7/12/20, 15:17 - Norbert Notitia: Norbert is inviting you to a scheduled Zoom meeting.
",Norbert Notitia,Norbert is inviting you to a scheduled Zoom meeting.,norbert is inviting you to a scheduled zoom meeting,2020-07-12 15:17:00,15,6
136,"7/12/20, 15:17 - Alex Notitia: I've got a little challenge with my network oh.
",Alex Notitia,I've got a little challenge with my network oh.,ive got a little challenge with my network oh,2020-07-12 15:17:00,15,6
104,"7/12/20, 15:19 - Adwoa Notitia: Thanks
",Adwoa Notitia,Thanks,thanks,2020-07-12 15:19:00,15,6
137,"7/12/20, 15:42 - Alex Notitia: Good Idea with the portfolio.
",Alex Notitia,Good Idea with the portfolio.,good idea with the portfolio,2020-07-12 15:42:00,15,6
185,"7/12/20, 15:43 - Ḅj: oh don't worry
",Ḅj,oh don't worry,oh dont worry,2020-07-12 15:43:00,15,6
138,"7/12/20, 15:43 - Alex Notitia: Great stuffs. Sorry i couldn't participate.
",Alex Notitia,Great stuffs. Sorry i couldn't participate.,great stuffs sorry i couldnt participate,2020-07-12 15:43:00,15,6
139,"7/12/20, 15:44 - Alex Notitia: You guys did great though.
",Alex Notitia,You guys did great though.,you guys did great though,2020-07-12 15:44:00,15,6
106,"7/12/20, 15:45 - Adwoa Notitia: Some too are like me😂😂
",Adwoa Notitia,Some too are like me😂😂,some too are like me,2020-07-12 15:45:00,15,6
105,"7/12/20, 15:45 - Adwoa Notitia: Yes oo
",Adwoa Notitia,Yes oo,yes oo,2020-07-12 15:45:00,15,6
186,"7/12/20, 15:45 - Ḅj: @233243319300 how many people in total are we taking?
",Ḅj,@233243319300 how many people in total are we taking?, how many people in total are we taking,2020-07-12 15:45:00,15,6
140,"7/12/20, 15:46 - Alex Notitia: Looking at the way some of them answered the questions, we can recruit them to join us.
",Alex Notitia,"Looking at the way some of them answered the questions, we can recruit them to join us.",looking at the way some of them answered the questions we can recruit them to join us,2020-07-12 15:46:00,15,6
107,"7/12/20, 15:46 - Adwoa Notitia: The Nigerians are peculiar tho🙆🏾‍♀️
",Adwoa Notitia,The Nigerians are peculiar tho🙆🏾‍♀️,the nigerians are peculiar tho,2020-07-12 15:46:00,15,6
141,"7/12/20, 15:46 - Alex Notitia: 😊😊😊
",Alex Notitia,😊😊😊,,2020-07-12 15:46:00,15,6
108,"7/12/20, 15:46 - Adwoa Notitia: They have this aggression
",Adwoa Notitia,They have this aggression,they have this aggression,2020-07-12 15:46:00,15,6
109,"7/12/20, 15:47 - Adwoa Notitia: Yeah
",Adwoa Notitia,Yeah,yeah,2020-07-12 15:47:00,15,6
110,"7/12/20, 15:47 - Adwoa Notitia: 20 he said
",Adwoa Notitia,20 he said, he said,2020-07-12 15:47:00,15,6
187,"7/12/20, 15:48 - Ḅj: okay
",Ḅj,okay,okay,2020-07-12 15:48:00,15,6
188,"7/12/20, 15:49 - Ḅj: yeah some are very good. But it cuts across sometimes. Some people were great with technical skills and others were good with concepts and principles
",Ḅj,yeah some are very good. But it cuts across sometimes. Some people were great with technical skills and others were good with concepts and principles,yeah some are very good but it cuts across sometimes some people were great with technical skills and others were good with concepts and principles,2020-07-12 15:49:00,15,6
142,"7/12/20, 15:49 - Alex Notitia: True
",Alex Notitia,True,true,2020-07-12 15:49:00,15,6
189,"7/12/20, 15:50 - Ḅj: yeah
",Ḅj,yeah,yeah,2020-07-12 15:50:00,15,6
485,"7/12/20, 15:51 - AI Derek: Yh
",AI Derek,Yh,yh,2020-07-12 15:51:00,15,6
486,"7/12/20, 15:51 - AI Derek: 20
",AI Derek,20,,2020-07-12 15:51:00,15,6
487,"7/12/20, 15:51 - AI Derek: Yh
",AI Derek,Yh,yh,2020-07-12 15:51:00,15,6
190,"7/12/20, 15:52 - Ḅj: great
",Ḅj,great,great,2020-07-12 15:52:00,15,6
488,"7/12/20, 15:52 - AI Derek: I sent you something 
",AI Derek,I sent you something ,i sent you something ,2020-07-12 15:52:00,15,6
489,"7/12/20, 17:00 - AI Derek: It looks like you’ve to move meeting to 8 
",AI Derek,It looks like you’ve to move meeting to 8 ,it looks like youve to move meeting to  ,2020-07-12 17:00:00,17,6
110,"7/12/20, 19:09 - Norbert Notitia: Some people are on the call.
",Norbert Notitia,Some people are on the call.,some people are on the call,2020-07-12 19:09:00,19,6
109,"7/12/20, 19:09 - Norbert Notitia: Hi guys.
",Norbert Notitia,Hi guys.,hi guys,2020-07-12 19:09:00,19,6
191,"7/12/20, 19:13 - Ḅj: A minute please
",Ḅj,A minute please,a minute please,2020-07-12 19:13:00,19,6
143,"7/12/20, 19:14 - Alex Notitia: Wow. 
",Alex Notitia,Wow. ,wow ,2020-07-12 19:14:00,19,6
144,"7/12/20, 19:15 - Alex Notitia: Sure
",Alex Notitia,Sure,sure,2020-07-12 19:15:00,19,6
192,"7/12/20, 19:15 - Ḅj: Okay
",Ḅj,Okay,okay,2020-07-12 19:15:00,19,6
193,"7/12/20, 19:15 - Ḅj: I'll start
",Ḅj,I'll start,ill start,2020-07-12 19:15:00,19,6
490,"7/12/20, 19:25 - AI Derek: I’ll join after my meeting ends
",AI Derek,I’ll join after my meeting ends,ill join after my meeting ends,2020-07-12 19:25:00,19,6
111,"7/12/20, 19:26 - Norbert Notitia: This guy is good
",Norbert Notitia,This guy is good,this guy is good,2020-07-12 19:26:00,19,6
145,"7/12/20, 19:26 - Alex Notitia: Wow. Great stuffs.
",Alex Notitia,Wow. Great stuffs.,wow great stuffs,2020-07-12 19:26:00,19,6
146,"7/12/20, 19:27 - Alex Notitia: I would have to join @ 7:45 rather.
",Alex Notitia,I would have to join @ 7:45 rather.,i would have to join   rather,2020-07-12 19:27:00,19,6
147,"7/12/20, 19:55 - Alex Notitia: Guys sorry oh, my internet connection is terrible.
",Alex Notitia,"Guys sorry oh, my internet connection is terrible.",guys sorry oh my internet connection is terrible,2020-07-12 19:55:00,19,6
148,"7/12/20, 19:55 - Alex Notitia: @233554349393 I've been removed.
",Alex Notitia,@233554349393 I've been removed., ive been removed,2020-07-12 19:55:00,19,6
194,"7/12/20, 19:55 - Ḅj: oww
",Ḅj,oww,oww,2020-07-12 19:55:00,19,6
112,"7/12/20, 19:56 - Norbert Notitia: I'm off
",Norbert Notitia,I'm off,im off,2020-07-12 19:56:00,19,6
195,"7/12/20, 19:56 - Ḅj: can you rejoin?
",Ḅj,can you rejoin?,can you rejoin,2020-07-12 19:56:00,19,6
150,"7/12/20, 19:56 - Alex Notitia: Wow. Telcos are disturbing us oh.
",Alex Notitia,Wow. Telcos are disturbing us oh.,wow telcos are disturbing us oh,2020-07-12 19:56:00,19,6
149,"7/12/20, 19:56 - Alex Notitia: Ok
",Alex Notitia,Ok,ok,2020-07-12 19:56:00,19,6
196,"7/12/20, 19:57 - Ḅj: really disturbing
",Ḅj,really disturbing,really disturbing,2020-07-12 19:57:00,19,6
197,"7/12/20, 19:58 - Ḅj: okay
",Ḅj,okay,okay,2020-07-12 19:58:00,19,6
151,"7/12/20, 19:58 - Alex Notitia: I can't join again though. You guys can proceed.
",Alex Notitia,I can't join again though. You guys can proceed.,i cant join again though you guys can proceed,2020-07-12 19:58:00,19,6
198,"7/12/20, 20:17 - Ḅj: we're done
",Ḅj,we're done,were done,2020-07-12 20:17:00,20,6
199,"7/12/20, 20:17 - Ḅj: no one else is on the call
",Ḅj,no one else is on the call,no one else is on the call,2020-07-12 20:17:00,20,6
152,"7/12/20, 20:18 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-07-12 20:18:00,20,6
153,"7/12/20, 20:18 - Alex Notitia: How did the mentees fare with the deployment questions ?.
",Alex Notitia,How did the mentees fare with the deployment questions ?.,how did the mentees fare with the deployment questions ,2020-07-12 20:18:00,20,6
200,"7/12/20, 20:19 - Ḅj: poorly
",Ḅj,poorly,poorly,2020-07-12 20:19:00,20,6
155,"7/12/20, 20:20 - Alex Notitia: No worries.
",Alex Notitia,No worries.,no worries,2020-07-12 20:20:00,20,6
154,"7/12/20, 20:20 - Alex Notitia: We would guide them through.
",Alex Notitia,We would guide them through.,we would guide them through,2020-07-12 20:20:00,20,6
201,"7/12/20, 20:20 - Ḅj: definitely
",Ḅj,definitely,definitely,2020-07-12 20:20:00,20,6
491,"7/12/20, 20:25 - AI Derek: Are you done ?
",AI Derek,Are you done ?,are you done ,2020-07-12 20:25:00,20,6
202,"7/12/20, 20:25 - Ḅj: last person
",Ḅj,last person,last person,2020-07-12 20:25:00,20,6
492,"7/12/20, 20:27 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-12 20:27:00,20,6
203,"7/12/20, 20:29 - Ḅj: we're done
",Ḅj,we're done,were done,2020-07-12 20:29:00,20,6
493,"7/12/20, 20:29 - AI Derek: Cool
",AI Derek,Cool,cool,2020-07-12 20:29:00,20,6
494,"7/12/20, 20:29 - AI Derek: How many people came
",AI Derek,How many people came,how many people came,2020-07-12 20:29:00,20,6
204,"7/12/20, 20:30 - Ḅj: @233249435529 the last person was more of a backend guy so he's good at the deployment aspect
",Ḅj,@233249435529 the last person was more of a backend guy so he's good at the deployment aspect, the last person was more of a backend guy so hes good at the deployment aspect,2020-07-12 20:30:00,20,6
495,"7/12/20, 20:30 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-12 20:30:00,20,6
205,"7/12/20, 20:30 - Ḅj: about 6 people
",Ḅj,about 6 people,about  people,2020-07-12 20:30:00,20,6
207,"7/12/20, 20:31 - Ḅj: not all waited
",Ḅj,not all waited,not all waited,2020-07-12 20:31:00,20,6
113,"7/12/20, 20:31 - Norbert Notitia: 9 instead
",Norbert Notitia,9 instead, instead,2020-07-12 20:31:00,20,6
206,"7/12/20, 20:31 - Ḅj: yeah
",Ḅj,yeah,yeah,2020-07-12 20:31:00,20,6
496,"7/12/20, 20:32 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-12 20:32:00,20,6
497,"7/12/20, 20:32 - AI Derek: So the shortlist
",AI Derek,So the shortlist,so the shortlist,2020-07-12 20:32:00,20,6
498,"7/12/20, 20:32 - AI Derek: Let’s have it done by tomorrow
",AI Derek,Let’s have it done by tomorrow,lets have it done by tomorrow,2020-07-12 20:32:00,20,6
208,"7/12/20, 20:33 - Ḅj: sure
",Ḅj,sure,sure,2020-07-12 20:33:00,20,6
499,"7/14/20, 08:30 - AI Derek: Any updates
",AI Derek,Any updates,any updates,2020-07-14 08:30:00,8,1
500,"7/14/20, 08:30 - AI Derek: Good morning
",AI Derek,Good morning,good morning,2020-07-14 08:30:00,8,1
501,"7/14/20, 08:30 - AI Derek: @233504782862 do you have any shortlist
",AI Derek,@233504782862 do you have any shortlist, do you have any shortlist,2020-07-14 08:30:00,8,1
210,"7/14/20, 08:30 - Ḅj: yeah
",Ḅj,yeah,yeah,2020-07-14 08:30:00,8,1
209,"7/14/20, 08:30 - Ḅj: good morning
",Ḅj,good morning,good morning,2020-07-14 08:30:00,8,1
211,"7/14/20, 08:30 - Ḅj: I sent it to Adwoa
",Ḅj,I sent it to Adwoa,i sent it to adwoa,2020-07-14 08:30:00,8,1
502,"7/14/20, 08:30 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-14 08:30:00,8,1
212,"7/14/20, 08:31 - Ḅj: 17 i think
",Ḅj,17 i think, i think,2020-07-14 08:31:00,8,1
505,"7/14/20, 08:31 - AI Derek: I’ve 3 to add
",AI Derek,I’ve 3 to add,ive  to add,2020-07-14 08:31:00,8,1
503,"7/14/20, 08:31 - AI Derek: How many people
",AI Derek,How many people,how many people,2020-07-14 08:31:00,8,1
504,"7/14/20, 08:31 - AI Derek: That’s fine
",AI Derek,That’s fine,thats fine,2020-07-14 08:31:00,8,1
213,"7/14/20, 08:31 - Ḅj: great
",Ḅj,great,great,2020-07-14 08:31:00,8,1
156,"7/14/20, 11:39 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-07-14 11:39:00,11,1
111,"7/14/20, 11:44 - Adwoa Notitia: Ok sure
",Adwoa Notitia,Ok sure,ok sure,2020-07-14 11:44:00,11,1
112,"7/14/20, 11:45 - Adwoa Notitia: @233243319300 please can i have the three and please let me know when i can send them the confirmation mail.
",Adwoa Notitia,@233243319300 please can i have the three and please let me know when i can send them the confirmation mail., please can i have the three and please let me know when i can send them the confirmation mail,2020-07-14 11:45:00,11,1
506,"7/14/20, 12:00 - AI Derek: WhatsApp number: 0595125562
",AI Derek,WhatsApp number: 0595125562,whatsapp number ,2020-07-14 12:00:00,12,1
507,"7/14/20, 12:04 - AI Derek: Antoinette Brew-Wartemberg 
",AI Derek,Antoinette Brew-Wartemberg ,antoinette brewwartemberg ,2020-07-14 12:04:00,12,1
508,"7/14/20, 12:05 - AI Derek: @233504782862 did you short list Linda Oranyo ?
",AI Derek,@233504782862 did you short list Linda Oranyo ?, did you short list linda oranyo ,2020-07-14 12:05:00,12,1
509,"7/14/20, 12:05 - AI Derek: If not add her please
",AI Derek,If not add her please,if not add her please,2020-07-14 12:05:00,12,1
510,"7/14/20, 12:05 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-14 12:05:00,12,1
214,"7/14/20, 12:05 - Ḅj: yes
",Ḅj,yes,yes,2020-07-14 12:05:00,12,1
511,"7/14/20, 12:05 - AI Derek: Then add any other person you can
",AI Derek,Then add any other person you can,then add any other person you can,2020-07-14 12:05:00,12,1
215,"7/14/20, 12:07 - Ḅj: okay
",Ḅj,okay,okay,2020-07-14 12:07:00,12,1
216,"7/14/20, 17:03 - Ḅj: https://picampus-school.com/programme/school-of-ai/
",Ḅj,https://picampus-school.com/programme/school-of-ai/,httpspicampusschoolcomprogrammeschoolofai,2020-07-14 17:03:00,17,1
512,"7/14/20, 17:09 - AI Derek: The requirements alone
",AI Derek,The requirements alone,the requirements alone,2020-07-14 17:09:00,17,1
513,"7/14/20, 17:09 - AI Derek: lol
",AI Derek,lol,lol,2020-07-14 17:09:00,17,1
218,"7/14/20, 17:10 - Ḅj: and it requires you to travel to rome
",Ḅj,and it requires you to travel to rome,and it requires you to travel to rome,2020-07-14 17:10:00,17,1
217,"7/14/20, 17:10 - Ḅj: 😂😂
",Ḅj,😂😂,,2020-07-14 17:10:00,17,1
514,"7/14/20, 17:17 - AI Derek: Waaa look
",AI Derek,Waaa look,waaa look,2020-07-14 17:17:00,17,1
219,"7/14/20, 17:18 - Ḅj: 😂
",Ḅj,😂,,2020-07-14 17:18:00,17,1
113,"7/14/20, 18:12 - Adwoa Notitia: Thats a good adventure, don’t you think 😂🤔?
",Adwoa Notitia,"Thats a good adventure, don’t you think 😂🤔?",thats a good adventure dont you think ,2020-07-14 18:12:00,18,1
220,"7/14/20, 18:13 - Ḅj: 😂😂
",Ḅj,😂😂,,2020-07-14 18:13:00,18,1
114,"7/14/20, 18:18 - Adwoa Notitia: Mails going out at 8pm today to winners - Content includes
",Adwoa Notitia,Mails going out at 8pm today to winners - Content includes,mails going out at pm today to winners  content includes,2020-07-14 18:18:00,18,1
515,"7/14/20, 18:21 - AI Derek: That’s fine
",AI Derek,That’s fine,thats fine,2020-07-14 18:21:00,18,1
516,"7/14/20, 18:27 - AI Derek: @233249435529 delete the charges for now
",AI Derek,@233249435529 delete the charges for now, delete the charges for now,2020-07-14 18:27:00,18,1
157,"7/14/20, 18:27 - Alex Notitia: Sure.
",Alex Notitia,Sure.,sure,2020-07-14 18:27:00,18,1
